,1:3:2:5:4
Signature.1,0.0
Signature.2,0.0970218709761
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.036083748669
Signature.7,0.0340061293164
Signature.8,0.0319763994801
Signature.9,0.0503491895583
Signature.10,0.0
Signature.11,0.0
Signature.12,0.226349354863
Signature.13,0.0
Signature.14,0.127842518281
Signature.15,0.0
Signature.16,0.0717210989417
Signature.17,0.168588782252
Signature.18,0.0125505750765
Signature.19,0.0
Signature.20,0.0139922734707
Signature.21,0.0267428638576
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0578225200088
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0449526752491
Signature.30,0.0
