,1,3,2
Signature.1,0.0,0.0233885690817,0.0
Signature.2,0.0,0.0197957943974,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0393779627301,0.0,0.0548871014673
Signature.5,0.0139478957522,0.0,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0179815381737,0.0,0.0354344835341
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0194254836639
Signature.10,0.0,0.0703814232162,0.0471120178311
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.213613429174,0.0,0.345887291718
Signature.14,0.0510696905935,0.0,0.0
Signature.15,0.0168933433396,0.0,0.0
Signature.16,0.0294683397317,0.174091679874,0.0
Signature.17,0.0670014438032,0.0206578404659,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.220443255752,0.0,0.0
Signature.20,0.0,0.0,0.143531568335
Signature.21,0.0954235468842,0.040301011518,0.0
Signature.22,0.0741470883391,0.102215065998,0.0
Signature.23,0.0,0.214984885162,0.0
Signature.24,0.0,0.0387194481049,0.0519848657316
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0,0.170983977088
Signature.27,0.113561509496,0.0734906067497,0.0608767740619
Signature.28,0.0,0.0,0.0
Signature.29,0.0217330027942,0.221973675432,0.0698764365689
Signature.30,0.0253379534359,0.0,0.0
