,1:3:2:4:7,5,6
Signature.1,0.0,0.0,0.113562437589
Signature.2,0.0,0.0130940587395,0.0300520573885
Signature.3,0.0311302288127,0.0,0.0
Signature.4,0.0,0.0109440507983,0.244249425143
Signature.5,0.0,0.0496565973766,0.0
Signature.6,0.0,0.0288898540948,0.0
Signature.7,0.0,0.0,0.0668993388421
Signature.8,0.0298383338949,0.0,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0287555562076,0.339446068931,0.0522712853423
Signature.11,0.0,0.0,0.177739186797
Signature.12,0.0183789126256,0.0357575396576,0.0
Signature.13,0.0391170528998,0.0,0.0
Signature.14,0.0625369899979,0.0267965934644,0.0
Signature.15,0.0,0.0,0.0631553029493
Signature.16,0.0,0.265474244339,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.249288921029,0.0717109884358,0.0
Signature.19,0.0,0.0,0.0
Signature.20,0.0196665433974,0.0,0.0
Signature.21,0.0283250561868,0.0225786688209,0.0
Signature.22,0.0,0.0,0.0472956397235
Signature.23,0.141257411008,0.0382879202703,0.0480554317215
Signature.24,0.0,0.0,0.0
Signature.25,0.0296745472021,0.0,0.0
Signature.26,0.0411075462594,0.0,0.0
Signature.27,0.116840122028,0.0,0.0
Signature.28,0.0,0.0194383083042,0.156719894504
Signature.29,0.164082778452,0.0779251067671,0.0
Signature.30,0.0,0.0,0.0
