,1:3:2:5:4:7:6
Signature.1,0.067340719996
Signature.2,0.0
Signature.3,0.0289115859497
Signature.4,0.0
Signature.5,0.128196406403
Signature.6,0.0
Signature.7,0.030322988884
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0391889500273
Signature.11,0.0129031179322
Signature.12,0.053235624353
Signature.13,0.0114702766176
Signature.14,0.0539471316426
Signature.15,0.0
Signature.16,0.12156414857
Signature.17,0.0419805951444
Signature.18,0.0257673508357
Signature.19,0.0377917906533
Signature.20,0.0447568333659
Signature.21,0.0728391927629
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.014851544367
Signature.26,0.148151951667
Signature.27,0.0194670490421
Signature.28,0.0223102745954
Signature.29,0.0
Signature.30,0.0250024671897
