,1:3:2:7,5,4,6
Signature.1,0.0,0.0,0.0153666994892,0.0710378847805
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.0303010299738,0.366593919771,0.0658355809757,0.0176694379197
Signature.4,0.0,0.0,0.0,0.0599977998391
Signature.5,0.0883553782398,0.0142030076982,0.212679396016,0.0
Signature.6,0.107977295071,0.0220784010955,0.124521278107,0.0295140855916
Signature.7,0.0,0.0,0.0128919646985,0.0
Signature.8,0.0799667855232,0.020490813858,0.0,0.0
Signature.9,0.141661056708,0.0,0.0142500048018,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.011992566346,0.0,0.0,0.0130901376809
Signature.12,0.0860269936276,0.0762409169342,0.010594539345,0.0
Signature.13,0.110908548088,0.0,0.0,0.0981864477782
Signature.14,0.0,0.0,0.0634768173397,0.0
Signature.15,0.0122230981509,0.0,0.0623271943161,0.0
Signature.16,0.0447340112241,0.0,0.0,0.0153782752487
Signature.17,0.0,0.0,0.0,0.0
Signature.18,0.125463285122,0.0541627814884,0.0,0.0
Signature.19,0.0255169148986,0.0,0.0802038634878,0.0
Signature.20,0.0,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0900132420788,0.544502060154
Signature.22,0.0,0.0,0.0493288792366,0.0
Signature.23,0.0,0.0488841069456,0.0,0.0
Signature.24,0.0,0.161977462757,0.0323921818047,0.07965907723
Signature.25,0.0205231706937,0.179065484676,0.0197357586098,0.0
Signature.26,0.0,0.0,0.0753624994341,0.0
Signature.27,0.0,0.0,0.0,0.0541165638867
Signature.28,0.114349866332,0.0319552267643,0.0,0.0168482298901
Signature.29,0.0,0.0,0.0478396983204,0.0
Signature.30,0.0,0.0243478780111,0.0231804019389,0.0
