,1:3:2
Signature.1,0.19646270655
Signature.2,0.149565048423
Signature.3,0.0132152098343
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0410249422139
Signature.8,0.0
Signature.9,0.0443742229466
Signature.10,0.0
Signature.11,0.0
Signature.12,0.069355758067
Signature.13,0.0
Signature.14,0.0111505806386
Signature.15,0.0234486484645
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0107470004927
Signature.21,0.026193725194
Signature.22,0.0
Signature.23,0.0591556882127
Signature.24,0.0624641919671
Signature.25,0.020773621162
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0962177945767
Signature.29,0.175850861257
Signature.30,0.0
