,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.132021768766
Signature.6,0.0
Signature.7,0.073733872736
Signature.8,0.0776390990781
Signature.9,0.096552427136
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0585433327066
Signature.15,0.0
Signature.16,0.209641450874
Signature.17,0.0
Signature.18,0.166484947653
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0413279128477
Signature.22,0.0382082663601
Signature.23,0.0534163817139
Signature.24,0.0
Signature.25,0.024048579597
Signature.26,0.0
Signature.27,0.0283819605321
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
