,1:2,3
Signature.1,0.135801544069,0.0
Signature.2,0.0,0.0150828371774
Signature.3,0.0117683115208,0.0117272865687
Signature.4,0.280827272449,0.0335742477071
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0642127196267,0.0
Signature.9,0.0332281622602,0.0270477445553
Signature.10,0.0,0.0313660253556
Signature.11,0.0,0.0129465893013
Signature.12,0.0163591239794,0.0333127028192
Signature.13,0.178779498494,0.172565702422
Signature.14,0.0412995855142,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.0,0.034613994099
Signature.19,0.0,0.0
Signature.20,0.0724449442963,0.144454669657
Signature.21,0.0,0.0758441188836
Signature.22,0.0,0.0
Signature.23,0.0,0.0499701988401
Signature.24,0.0,0.0717059901923
Signature.25,0.0,0.0
Signature.26,0.0,0.122895374444
Signature.27,0.029422121293,0.0278952650718
Signature.28,0.102931923467,0.0378784773681
Signature.29,0.0111094193633,0.0156299562021
Signature.30,0.0218153736673,0.0814888193353
