,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0158300512739
Signature.2,0.0411950459284
Signature.3,0.0317745662536
Signature.4,0.0931246479421
Signature.5,0.0212522675043
Signature.6,0.112299251586
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0270196940592
Signature.10,0.0462339363221
Signature.11,0.117370662618
Signature.12,0.0
Signature.13,0.0518588204005
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.164307084127
Signature.18,0.011524265508
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0395060282209
Signature.23,0.0720098494684
Signature.24,0.0
Signature.25,0.032314153621
Signature.26,0.0
Signature.27,0.0869139216827
Signature.28,0.0168225248482
Signature.29,0.018643228636
Signature.30,0.0
