,1:2:5:4:9:8,3,7,6
Signature.1,0.0216381066747,0.036128137815,0.0,0.0
Signature.2,0.0,0.0,0.0580598616926,0.0376381750627
Signature.3,0.0,0.0,0.0,0.0687418451978
Signature.4,0.0,0.0466933272764,0.0,0.0
Signature.5,0.0,0.0988189229379,0.0,0.0
Signature.6,0.0,0.113214280546,0.0462907013224,0.107656012141
Signature.7,0.0,0.0833055783048,0.0,0.0612448820054
Signature.8,0.0,0.0,0.141341547337,0.0145348812607
Signature.9,0.013487017458,0.0691344504054,0.0,0.0
Signature.10,0.0,0.0,0.211517916332,0.0459274442225
Signature.11,0.114838814001,0.0,0.139849815276,0.0329454062902
Signature.12,0.0304645097212,0.179821666895,0.0,0.0
Signature.13,0.0,0.0392910152319,0.0537794340325,0.0406078190357
Signature.14,0.0386283341454,0.0,0.0,0.0190724740719
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0442366435706,0.0134146902712,0.0,0.0152667226389
Signature.17,0.0158796282653,0.0,0.0,0.0286924448642
Signature.18,0.0,0.0,0.0742054141967,0.0
Signature.19,0.0602276421221,0.0,0.0,0.0
Signature.20,0.111409329666,0.13639723235,0.0,0.0928231474603
Signature.21,0.0366760690341,0.0,0.0,0.0
Signature.22,0.0480422308357,0.0199006034068,0.0,0.0585336071341
Signature.23,0.029531339164,0.0,0.122075314727,0.191253193078
Signature.24,0.0300675528313,0.0,0.0497737241198,0.0104248279934
Signature.25,0.0,0.0,0.0,0.0762721652651
Signature.26,0.0276151463183,0.0,0.0312322757911,0.0
Signature.27,0.248871590988,0.0193807800503,0.071873995173,0.0
Signature.28,0.0,0.10567141788,0.0,0.0983649522778
Signature.29,0.128386045205,0.0,0.0,0.0
Signature.30,0.0,0.03882789663,0.0,0.0
