,11:1:3:2:5:4:7:6:9:8,10
Signature.1,0.0123591049803,0.0
Signature.2,0.014627203703,0.0
Signature.3,0.0162125259146,0.0
Signature.4,0.0,0.0137445230916
Signature.5,0.0,0.0
Signature.6,0.0573697910417,0.0
Signature.7,0.0,0.0
Signature.8,0.0725677526785,0.0
Signature.9,0.0,0.0
Signature.10,0.0183616774968,0.0
Signature.11,0.0,0.0
Signature.12,0.0969775722518,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.059620344172
Signature.15,0.0,0.0481368342045
Signature.16,0.0,0.0
Signature.17,0.0112791699879,0.0414462891717
Signature.18,0.0172974142282,0.0217227610732
Signature.19,0.439097769277,0.0
Signature.20,0.0354736112149,0.12627855451
Signature.21,0.0,0.0317282681209
Signature.22,0.0886859596909,0.0
Signature.23,0.0,0.0104249132063
Signature.24,0.0129173630223,0.0
Signature.25,0.0,0.187913637396
Signature.26,0.0132811029876,0.0596855437032
Signature.27,0.0,0.056344011189
Signature.28,0.0934919815241,0.0
Signature.29,0.0,0.236622229816
Signature.30,0.0,0.106332090345
