,1:2,3
Signature.1,0.0,0.0375991900021
Signature.2,0.0,0.0881341083427
Signature.3,0.129031915569,0.0
Signature.4,0.0818283033147,0.0567259204536
Signature.5,0.0284888781417,0.0
Signature.6,0.0976603255997,0.0788268157743
Signature.7,0.0,0.0
Signature.8,0.0,0.168639366758
Signature.9,0.0,0.0
Signature.10,0.0977216571441,0.0167496805681
Signature.11,0.0,0.0797365112606
Signature.12,0.0498844627274,0.0
Signature.13,0.0,0.0
Signature.14,0.0686723840131,0.0
Signature.15,0.0468435459859,0.0
Signature.16,0.0,0.0
Signature.17,0.0287948084914,0.197413673071
Signature.18,0.0,0.0
Signature.19,0.0190604229943,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0425388208047
Signature.22,0.0915505119843,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.173895827986
Signature.25,0.115378520736,0.0
Signature.26,0.133477243188,0.0267855467655
Signature.27,0.0,0.0
Signature.28,0.0116070201114,0.0
Signature.29,0.0,0.0329545382136
Signature.30,0.0,0.0
