,11:10:1:2:5:7:6:9:8,3,4
Signature.1,0.0,0.0429163144418,0.0105081174542
Signature.2,0.0,0.0108368222503,0.0186699169778
Signature.3,0.0274781409132,0.0317960299428,0.0542747627214
Signature.4,0.107971942837,0.0710358433977,0.210437009627
Signature.5,0.0,0.0,0.233010571155
Signature.6,0.0423810844177,0.0,0.236597814732
Signature.7,0.0497869215148,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.449039489954,0.0,0.0
Signature.10,0.0200460232451,0.173109889212,0.0112896790184
Signature.11,0.0216805602821,0.0182947066325,0.0981620688879
Signature.12,0.0,0.0805455312351,0.0
Signature.13,0.0692083600494,0.0,0.0
Signature.14,0.0465640783162,0.0,0.0
Signature.15,0.0142242566552,0.0,0.037876797508
Signature.16,0.0,0.140398838786,0.0
Signature.17,0.0398085134713,0.0153184132211,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0,0.0149478832856
Signature.20,0.0,0.0,0.0
Signature.21,0.0151306976072,0.0,0.0
Signature.22,0.0,0.0372639802803,0.0
Signature.23,0.0,0.011023810964,0.0
Signature.24,0.0,0.213929322771,0.0
Signature.25,0.0527073719944,0.0,0.0119304666667
Signature.26,0.0,0.0,0.0
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.13823288889,0.0
Signature.30,0.0439725587425,0.0152976079744,0.0622949119666
