,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0155842760752
Signature.2,0.0176358677208
Signature.3,0.26078613004
Signature.4,0.0911826516489
Signature.5,0.016534058224
Signature.6,0.034786511608
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.138474526171
Signature.14,0.0135307419582
Signature.15,0.0
Signature.16,0.016962279498
Signature.17,0.0108818969525
Signature.18,0.0
Signature.19,0.0114314704426
Signature.20,0.0
Signature.21,0.0895173368728
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0483366464172
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0132825970035
Signature.28,0.155003673369
Signature.29,0.0
Signature.30,0.0660693359984
