,1:2,3
Signature.1,0.0175573746544,0.0
Signature.2,0.201509087306,0.0
Signature.3,0.0229124926377,0.0
Signature.4,0.014525568566,0.144385841848
Signature.5,0.0,0.0
Signature.6,0.022197124069,0.0569696986088
Signature.7,0.0,0.185363493595
Signature.8,0.016774026609,0.0912942861282
Signature.9,0.0745983505442,0.0110823032197
Signature.10,0.0793482116866,0.0151980419755
Signature.11,0.0115866514915,0.31835825496
Signature.12,0.0170284063018,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.0
Signature.15,0.0,0.01564271101
Signature.16,0.0,0.0190441953837
Signature.17,0.0620083124699,0.0
Signature.18,0.0,0.0
Signature.19,0.0540661043423,0.0247165361782
Signature.20,0.0875058423534,0.0
Signature.21,0.107596090572,0.0
Signature.22,0.0,0.0163928309294
Signature.23,0.0,0.0
Signature.24,0.0815177374695,0.0
Signature.25,0.0145870527865,0.0697806715841
Signature.26,0.0,0.0161287013823
Signature.27,0.11468156614,0.0156424331967
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0
