,11:10:1:5:7:6:9:8,3,2,4
Signature.1,0.0218619628633,0.0166267617976,0.0,0.0
Signature.2,0.0,0.0,0.0309110232893,0.0
Signature.3,0.0139561687012,0.0,0.0920557287762,0.0
Signature.4,0.0,0.0,0.0,0.0
Signature.5,0.298198480184,0.0,0.0,0.0153971343589
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0790069405123,0.0,0.15018924293,0.0
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0,0.0154821727596
Signature.10,0.015621404854,0.0,0.0412824779006,0.156639093232
Signature.11,0.0,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0137019065758,0.0
Signature.13,0.0,0.139765576865,0.0,0.0
Signature.14,0.0,0.0693066345207,0.0,0.0216485316991
Signature.15,0.0,0.101355971695,0.0,0.0
Signature.16,0.171858402262,0.0,0.0,0.0
Signature.17,0.017050884629,0.0,0.0,0.0
Signature.18,0.109993545425,0.0149528491115,0.0,0.0
Signature.19,0.0239960206934,0.0123261077486,0.0,0.167845742207
Signature.20,0.119154084552,0.0,0.0,0.214913048489
Signature.21,0.0218456150533,0.0,0.0722714528456,0.0
Signature.22,0.0,0.0284846159348,0.0,0.0
Signature.23,0.0463996500383,0.417808755743,0.116345394077,0.0299175861252
Signature.24,0.0153797258948,0.0,0.0941003335445,0.114128992453
Signature.25,0.0,0.0122448452529,0.0164798603952,0.0
Signature.26,0.0264705816638,0.0,0.0,0.0
Signature.27,0.0,0.0,0.0130976798206,0.0
Signature.28,0.0,0.175208488027,0.108990380709,0.110704050427
Signature.29,0.0,0.011919393304,0.0761793747098,0.0385169778676
Signature.30,0.0192065326744,0.0,0.174395144426,0.114806670382
