,1:3:2:5:4,7:6,9,8
Signature.1,0.0,0.0898215378347,0.0,0.165779513557
Signature.2,0.128269357146,0.0402094873756,0.0718813584953,0.166735118085
Signature.3,0.0774238722194,0.0,0.0,0.0
Signature.4,0.0908661635999,0.0,0.0,0.0143494023959
Signature.5,0.0,0.0147316244839,0.0,0.0
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0452970812641,0.0
Signature.8,0.0275802912949,0.0185166342471,0.0,0.0
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0,0.0,0.228022393591,0.0
Signature.12,0.0,0.0484176033634,0.0,0.0
Signature.13,0.0,0.0,0.0129850762215,0.0
Signature.14,0.0,0.0,0.114800508574,0.0
Signature.15,0.0,0.0143390224862,0.0,0.0243042930053
Signature.16,0.142874458015,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0315789811013,0.0932219202637
Signature.18,0.0,0.369630782386,0.0,0.189158189163
Signature.19,0.0,0.0,0.0470302406923,0.0392958490227
Signature.20,0.0473151462987,0.0,0.0,0.136695441685
Signature.21,0.0,0.0,0.0382835777301,0.0
Signature.22,0.147788189694,0.0290289984224,0.0895720482694,0.0
Signature.23,0.0,0.0393466614809,0.029197751561,0.11550929301
Signature.24,0.0,0.0,0.0,0.0
Signature.25,0.0,0.0515957282684,0.0,0.0
Signature.26,0.200260335877,0.245530128136,0.0,0.0
Signature.27,0.0,0.0,0.023522567099,0.0
Signature.28,0.0575228792158,0.0,0.107199987441,0.0549509798121
Signature.29,0.0,0.0,0.0206516520778,0.0
Signature.30,0.0800993066402,0.0388317915149,0.139976775882,0.0
