,1:3:2
Signature.1,0.0
Signature.2,0.178678551885
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0388920545505
Signature.6,0.0105237726273
Signature.7,0.0186078458883
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0343642801202
Signature.13,0.0
Signature.14,0.0595342437808
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.172447441338
Signature.19,0.0
Signature.20,0.0466667324932
Signature.21,0.209463941597
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.013771162341
Signature.26,0.0876518471696
Signature.27,0.0513291557387
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0780689704701
