,1:3:7:6:9:8,2,5,4
Signature.1,0.0,0.0,0.24888825748,0.0458822902578
Signature.2,0.106266364637,0.0,0.0,0.0
Signature.3,0.123238985012,0.247504621567,0.0613606175404,0.0293135955316
Signature.4,0.0467399540585,0.0,0.0,0.0
Signature.5,0.0,0.0398075789972,0.0,0.0445887496541
Signature.6,0.0333870937871,0.0,0.0,0.0
Signature.7,0.0263200146716,0.0,0.0924300457976,0.0925372430247
Signature.8,0.0,0.014094454525,0.0,0.0
Signature.9,0.0350275401336,0.0,0.0,0.0
Signature.10,0.118255381704,0.0,0.135127767558,0.0256632034959
Signature.11,0.0121813516326,0.0155056653656,0.0,0.0
Signature.12,0.0,0.0,0.0119489854091,0.0
Signature.13,0.0646805102032,0.0393457407299,0.0484346980238,0.0
Signature.14,0.0,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0115561440112,0.0
Signature.16,0.0,0.0,0.0156692866914,0.0359507500629
Signature.17,0.0,0.182989987628,0.0105140942936,0.0
Signature.18,0.0,0.0,0.0,0.0783571049579
Signature.19,0.0,0.0208481669641,0.0,0.0394152291351
Signature.20,0.0,0.0,0.0,0.255283223293
Signature.21,0.0628418918548,0.216400299867,0.0,0.0484188845992
Signature.22,0.023047888163,0.0,0.123323472082,0.0
Signature.23,0.1019174876,0.046082701528,0.0,0.0472379150563
Signature.24,0.0798799442029,0.0,0.0,0.0774078681616
Signature.25,0.0,0.0,0.0446671582773,0.168198383703
Signature.26,0.0,0.135260599809,0.0120249830805,0.0117455590661
Signature.27,0.0,0.0,0.0147540630596,0.0
Signature.28,0.0548095177579,0.0421601830188,0.0130270113405,0.0
Signature.29,0.111406074582,0.0,0.0271026731154,0.0
Signature.30,0.0,0.0,0.129170742239,0.0
