,11:1:3:2:5:6:9:8,10,4,7
Signature.1,0.0850303463739,0.0,0.0,0.113766521343
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.0,0.0306448807663,0.167052198025,0.0
Signature.4,0.120463103225,0.0,0.024427748808,0.0
Signature.5,0.11189900503,0.0,0.0,0.018516606136
Signature.6,0.108496951712,0.106653371142,0.0,0.0
Signature.7,0.0164555450326,0.01520076922,0.0,0.0
Signature.8,0.0,0.0175055857849,0.0934525632537,0.0
Signature.9,0.0794553418243,0.0,0.0126042404242,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0,0.214444624351,0.0,0.011519827281
Signature.12,0.0122775394181,0.014184996464,0.0,0.0465731394134
Signature.13,0.0333336667277,0.0,0.0533691326806,0.0
Signature.14,0.0,0.0,0.0,0.10335974746
Signature.15,0.0,0.0,0.0,0.123657674734
Signature.16,0.0,0.0187481673817,0.0,0.0
Signature.17,0.0,0.0498056986403,0.0,0.0
Signature.18,0.0,0.0,0.0,0.0
Signature.19,0.0,0.110368673921,0.0104183219832,0.0643520560361
Signature.20,0.0,0.0,0.116593845081,0.0
Signature.21,0.0,0.0,0.0,0.04015610814
Signature.22,0.0,0.0,0.0391728252589,0.1096706425
Signature.23,0.0,0.0144863955289,0.0,0.0891902176282
Signature.24,0.0,0.0,0.0241622810097,0.0402936431333
Signature.25,0.0,0.0,0.0391065892192,0.0264324534984
Signature.26,0.322345167809,0.0,0.246543429185,0.0
Signature.27,0.0734287664688,0.0,0.0268106880458,0.0558046900639
Signature.28,0.0,0.0503423890454,0.0,0.156706672633
Signature.29,0.0368145663795,0.357614447755,0.0486064283173,0.0
Signature.30,0.0,0.0,0.0976797087087,0.0
