,1:3:2:5:4:7:6
Signature.1,0.0942615141446
Signature.2,0.0
Signature.3,0.0172785608077
Signature.4,0.0264363519032
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0249045303441
Signature.10,0.0
Signature.11,0.0346097434199
Signature.12,0.0131460888158
Signature.13,0.0
Signature.14,0.145511353606
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0246972723905
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0214410366475
Signature.22,0.0559062154962
Signature.23,0.0
Signature.24,0.0
Signature.25,0.217270088777
Signature.26,0.0807524332673
Signature.27,0.0209771220341
Signature.28,0.170047917328
Signature.29,0.0167464329245
Signature.30,0.036013338093
