,11,10:1:3:2:5:6:9:8,4,7
Signature.1,0.110464611971,0.0122556776575,0.0215667005063,0.0
Signature.2,0.0,0.0,0.0236410435917,0.0274416856373
Signature.3,0.0,0.0,0.0,0.0546386407911
Signature.4,0.0,0.0,0.0,0.0565812024762
Signature.5,0.0,0.0340718408072,0.282700240065,0.0
Signature.6,0.0181257838703,0.0,0.0241157962573,0.021704344204
Signature.7,0.0,0.0,0.081701117568,0.0
Signature.8,0.0186678664182,0.0,0.166510529858,0.0618471092514
Signature.9,0.104612943067,0.0,0.0,0.0
Signature.10,0.0437089009977,0.0379751574361,0.0328344604035,0.0
Signature.11,0.0175847036157,0.0,0.0,0.0
Signature.12,0.108497694876,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0323035865062,0.130382473707
Signature.14,0.0,0.0245765778927,0.0,0.0142590850683
Signature.15,0.0212529747627,0.114233667263,0.0303608354122,0.0
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0,0.22334294872,0.0274201943345,0.0
Signature.18,0.0,0.0921440952712,0.0,0.0
Signature.19,0.0406643577795,0.0,0.105314015095,0.369935975021
Signature.20,0.363080085257,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0,0.0128351637344,0.0266724220383,0.0
Signature.23,0.0808083009703,0.0,0.0,0.101833526282
Signature.24,0.0,0.0,0.0,0.022371921674
Signature.25,0.0,0.0,0.0324261952705,0.0
Signature.26,0.0,0.0,0.0125740490473,0.0380811466942
Signature.27,0.0479376077588,0.0216813695703,0.0,0.0
Signature.28,0.0245941686549,0.0,0.0998588140455,0.0
Signature.29,0.0,0.0876673912834,0.0,0.100922889194
Signature.30,0.0,0.339216110364,0.0,0.0
