,1:3:2
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.188814251254
Signature.6,0.0
Signature.7,0.0144288689346
Signature.8,0.0456212519234
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0863632897644
Signature.14,0.0867557726566
Signature.15,0.0
Signature.16,0.0773786371063
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.221266280395
Signature.21,0.0447790725911
Signature.22,0.0113815249098
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0770859875621
Signature.26,0.0153746323123
Signature.27,0.0285395280954
Signature.28,0.0657475413673
Signature.29,0.0238565329782
Signature.30,0.0126068281495
