,1:3:4:6:9:8,2,5,7
Signature.1,0.0,0.133430435979,0.0,0.0
Signature.2,0.0,0.064173472278,0.0,0.0
Signature.3,0.0,0.030342369252,0.0572569161148,0.0
Signature.4,0.0110776486642,0.0158857146378,0.0,0.0839428712904
Signature.5,0.0,0.050878236032,0.0117472017914,0.0242612060718
Signature.6,0.0953125183917,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0134310411354,0.0
Signature.9,0.0,0.0781336828792,0.0969649809958,0.0343772984107
Signature.10,0.0,0.0124649167499,0.0,0.0
Signature.11,0.0252741524291,0.0,0.0,0.0507733678165
Signature.12,0.0,0.0,0.0169044883094,0.101103618707
Signature.13,0.0920352158411,0.137982047329,0.0,0.0
Signature.14,0.0,0.225458225775,0.0,0.0
Signature.15,0.189377039253,0.0147769162911,0.0,0.0874749621935
Signature.16,0.0,0.0,0.0,0.140747427946
Signature.17,0.0,0.0746278177031,0.0665633107372,0.129903159464
Signature.18,0.0295601847553,0.014945117387,0.0,0.0
Signature.19,0.129152084964,0.0,0.20711676856,0.0
Signature.20,0.0,0.0389976141498,0.112783848851,0.0296349515978
Signature.21,0.130785571177,0.0,0.0,0.0
Signature.22,0.0,0.0,0.024838060817,0.0496661259213
Signature.23,0.0340823140986,0.0337877433301,0.211060485541,0.0137303121801
Signature.24,0.160217390903,0.0419364654384,0.0,0.16737470878
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.0,0.0,0.0124217867799,0.0
Signature.27,0.0467417396194,0.0,0.0628234893589,0.0447686090976
Signature.28,0.0,0.0218956394573,0.0343976575724,0.0
Signature.29,0.0563841399037,0.0102835853309,0.0716899634353,0.0
Signature.30,0.0,0.0,0.0,0.0422413805225
