,1,3,2
Signature.1,0.0,0.0271480629744,0.0
Signature.2,0.0379339444371,0.0,0.0
Signature.3,0.0975566463867,0.0904194469777,0.307785061343
Signature.4,0.0,0.170534150049,0.020659613003
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.210427111499,0.0497648044282,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0196241929508,0.0783232668178,0.0
Signature.11,0.0,0.0750122873548,0.0139952764438
Signature.12,0.0,0.0,0.142638869095
Signature.13,0.0143873388476,0.0,0.0834449353732
Signature.14,0.0687621030676,0.0,0.0179807956552
Signature.15,0.102919385115,0.0,0.0
Signature.16,0.0,0.0396643931288,0.0
Signature.17,0.0498056983149,0.0113834918806,0.0172152765836
Signature.18,0.0,0.0,0.0887938999064
Signature.19,0.0239717580049,0.0635625802315,0.0
Signature.20,0.0,0.195065360306,0.0
Signature.21,0.144018117876,0.0,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0321298379174,0.0,0.0733205566848
Signature.24,0.0283990362704,0.0,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.0617372704916,0.0,0.110599183232
Signature.27,0.0860851582727,0.0,0.0121919128085
Signature.28,0.0222424005496,0.135919307543,0.0
Signature.29,0.0,0.0406075641663,0.0
Signature.30,0.0,0.0225952841415,0.111374619872
