,11:10:1:2:5:6:9:8,3,4,7
Signature.1,0.0,0.0,0.0869043330956,0.0
Signature.2,0.0430105702936,0.0,0.0535228309092,0.0344727905406
Signature.3,0.0,0.0,0.0242508623603,0.0
Signature.4,0.0,0.25318923566,0.0724986998363,0.209359798273
Signature.5,0.0,0.0,0.0,0.0708933750913
Signature.6,0.0530007694023,0.0,0.0181766993096,0.0
Signature.7,0.0,0.0,0.0373208605026,0.0
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0114978066289,0.0541640583784
Signature.10,0.0,0.0,0.0296646580232,0.0129524176728
Signature.11,0.0,0.044958007707,0.0,0.173135589139
Signature.12,0.0,0.0233836822774,0.011648795771,0.0211706523591
Signature.13,0.0,0.0174200130044,0.0186542762732,0.0184907582016
Signature.14,0.0,0.0165555659768,0.0272551827829,0.0181674124701
Signature.15,0.0307433873928,0.0,0.0,0.0
Signature.16,0.0137573602174,0.0271653030187,0.461067023716,0.037920032914
Signature.17,0.0310865175911,0.0155473826754,0.0,0.0807786394223
Signature.18,0.195597069235,0.0,0.0,0.0182467960789
Signature.19,0.143429211794,0.0,0.0,0.0
Signature.20,0.0,0.0,0.0,0.0749122970518
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0,0.0,0.0719560399114,0.0608318001843
Signature.23,0.0,0.0,0.0,0.0
Signature.24,0.39268868602,0.507456330811,0.0254178648093,0.0230297703444
Signature.25,0.0,0.0,0.0,0.0546113193778
Signature.26,0.0,0.0943244788692,0.0,0.0368624925008
Signature.27,0.0966864280534,0.0,0.0111077603567,0.0
Signature.28,0.0,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0209569556479,0.0
Signature.30,0.0,0.0,0.0180993500654,0.0
