,1:7,3,2:4:6,5
Signature.1,0.011047568547,0.0474958586387,0.100644451058,0.0129454088597
Signature.2,0.0497082955516,0.134515798671,0.109425716942,0.0
Signature.3,0.0,0.0,0.0905783539651,0.285247877451
Signature.4,0.275784247562,0.0,0.0225686918625,0.0
Signature.5,0.0175857831766,0.0473341466912,0.0,0.0
Signature.6,0.0,0.0841476125687,0.0,0.0185299521968
Signature.7,0.0,0.0566770031329,0.0,0.0
Signature.8,0.0,0.028373146639,0.0,0.0
Signature.9,0.0202749785341,0.0,0.0255147531064,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0290106708867,0.0,0.0132604282513,0.0
Signature.12,0.0,0.0391963197298,0.031077719864,0.202409614261
Signature.13,0.0155385056273,0.0180174107493,0.0,0.0
Signature.14,0.0,0.0341318355067,0.0,0.193236947484
Signature.15,0.0,0.0,0.057356882002,0.0
Signature.16,0.0,0.0140711160401,0.0,0.0
Signature.17,0.0228453909423,0.0,0.033335197366,0.144479497922
Signature.18,0.141005876168,0.0,0.0,0.0
Signature.19,0.0,0.0,0.0957664955497,0.0
Signature.20,0.0508103589614,0.0116607991601,0.0,0.0
Signature.21,0.0568092629231,0.0425410505297,0.0,0.0
Signature.22,0.0108061944429,0.0,0.0274945487026,0.0
Signature.23,0.200444943682,0.0692524950518,0.0,0.0779179851034
Signature.24,0.0428215397956,0.0258460282394,0.172376365676,0.0
Signature.25,0.0,0.0965148242095,0.0172546170908,0.0
Signature.26,0.0,0.0267211235056,0.0,0.0246909854098
Signature.27,0.0,0.0426041033431,0.0682742126233,0.0114039067254
Signature.28,0.0158092756742,0.0277032948193,0.0537551718083,0.0
Signature.29,0.0109112228245,0.0,0.0,0.0
Signature.30,0.0287858847002,0.153196032775,0.0813163941328,0.0291378245871
