,1:5,3,2,4
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0,0.0,0.047358279382,0.0432913791703
Signature.3,0.0,0.0585396022359,0.031404833006,0.0
Signature.4,0.0506677689029,0.0397210022082,0.0,0.0
Signature.5,0.112914991496,0.0166061221053,0.0528982503974,0.0
Signature.6,0.0479064670754,0.0719762840196,0.0,0.261077940521
Signature.7,0.0,0.084699352884,0.0,0.0
Signature.8,0.0,0.0186585659707,0.0834690641402,0.0527256129612
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.149090643052,0.0,0.0,0.0107050496714
Signature.11,0.0,0.0,0.0,0.0147449252722
Signature.12,0.0,0.0,0.0134610418135,0.0
Signature.13,0.0,0.0103724918815,0.0768656059728,0.10421248449
Signature.14,0.0269434346651,0.0407821223703,0.0,0.0117521598757
Signature.15,0.178264574143,0.189982045297,0.068137736301,0.0
Signature.16,0.0132015643821,0.0,0.050192889162,0.0
Signature.17,0.0,0.0696737212816,0.0,0.0
Signature.18,0.154324473811,0.0105961550212,0.0,0.0968373690072
Signature.19,0.0556992187566,0.0,0.063095078457,0.0239244352808
Signature.20,0.0,0.0615700663148,0.0,0.128266049881
Signature.21,0.0,0.0,0.0291711331497,0.0
Signature.22,0.0,0.0278913024638,0.0245949386341,0.0172981789523
Signature.23,0.0,0.156806394078,0.0283093694158,0.0
Signature.24,0.0,0.0,0.0,0.0
Signature.25,0.0931880228283,0.0630057932916,0.127535496292,0.0408099072666
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0,0.0367586444906,0.0,0.0228306342112
Signature.28,0.0,0.042360334085,0.131080752074,0.0872000963954
Signature.29,0.0768859727053,0.0,0.0272285471583,0.0534970357227
Signature.30,0.0409128681831,0.0,0.145196984644,0.0308267413196
