,1:2:5:4,3
Signature.1,0.0513292543663,0.0995674555929
Signature.2,0.0,0.0187595528072
Signature.3,0.0,0.0534536364271
Signature.4,0.423412571477,0.0
Signature.5,0.0363533389254,0.0
Signature.6,0.0,0.0150258003724
Signature.7,0.0502856293377,0.0274587029071
Signature.8,0.0,0.0733094437398
Signature.9,0.0,0.0
Signature.10,0.0278532974407,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.033101111501,0.172504550093
Signature.14,0.0,0.0112753182845
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.0110465567822,0.0
Signature.18,0.0140721254284,0.0140594283154
Signature.19,0.0,0.0
Signature.20,0.0282559865462,0.0
Signature.21,0.0368581526902,0.374064354384
Signature.22,0.0,0.0190118131169
Signature.23,0.0,0.0269721392417
Signature.24,0.0,0.0164306007224
Signature.25,0.0325661896674,0.0349384973523
Signature.26,0.0,0.0
Signature.27,0.0215828603829,0.0
Signature.28,0.233282925455,0.0
Signature.29,0.0,0.0431687066439
Signature.30,0.0,0.0
