,1:4,3,2,5
Signature.1,0.0,0.135899933393,0.148071826002,0.0252575004201
Signature.2,0.0,0.0104532449195,0.0,0.0773830453078
Signature.3,0.0,0.0181816818734,0.0,0.157122638968
Signature.4,0.0,0.0,0.054968924012,0.0157281729754
Signature.5,0.0145902359798,0.0,0.0,0.0646410429428
Signature.6,0.039373419924,0.0,0.0,0.173575009654
Signature.7,0.0181343239471,0.0,0.0,0.0
Signature.8,0.0263450492963,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0228095229175,0.0
Signature.10,0.0,0.0147147210621,0.0,0.0
Signature.11,0.0238216559592,0.0956265381561,0.0233992304753,0.0
Signature.12,0.0,0.26561324039,0.0707733016583,0.0382980740875
Signature.13,0.0,0.019923276075,0.0,0.0173998625695
Signature.14,0.0,0.036270543931,0.0383278182251,0.0
Signature.15,0.488655355601,0.0407134692113,0.167159244116,0.0
Signature.16,0.0,0.110495358599,0.0,0.0
Signature.17,0.0387129199307,0.0115483889562,0.0146403912705,0.0
Signature.18,0.0,0.0,0.208848908971,0.0
Signature.19,0.0,0.0,0.0,0.115492984778
Signature.20,0.0255222908228,0.0114716715341,0.0,0.0
Signature.21,0.0,0.0,0.0,0.125767796158
Signature.22,0.0173128111277,0.0205527094578,0.0,0.0285126213572
Signature.23,0.0,0.0366651262371,0.0,0.0860895008748
Signature.24,0.0,0.014150509545,0.181773223119,0.0
Signature.25,0.0378826527588,0.0,0.0269400052764,0.0
Signature.26,0.0262679164181,0.0,0.0,0.0
Signature.27,0.173452590666,0.0115004849542,0.0,0.0
Signature.28,0.0,0.0,0.0422876039569,0.0
Signature.29,0.0112050695735,0.146219101705,0.0,0.0
Signature.30,0.0587237079954,0.0,0.0,0.074731749906
