,1:2:5:4:6:8,3,7,9
Signature.1,0.0154760768573,0.0278634285039,0.0441137840586,0.0
Signature.2,0.126046009672,0.0,0.0,0.0
Signature.3,0.0173286808427,0.0104528659262,0.0,0.0
Signature.4,0.0,0.10179539672,0.0,0.0
Signature.5,0.463776624441,0.109232494168,0.0411946627843,0.0142523597996
Signature.6,0.0,0.0,0.0,0.0
Signature.7,0.112291892966,0.0,0.0,0.0446282383131
Signature.8,0.0,0.0352320937739,0.348279064985,0.357912663261
Signature.9,0.0,0.0632838819686,0.0,0.229624088923
Signature.10,0.0,0.0,0.0622646758633,0.0
Signature.11,0.0976410713176,0.0358769574328,0.0,0.0199797251052
Signature.12,0.0171448114003,0.0,0.105399660874,0.0
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0,0.0,0.0,0.0
Signature.15,0.0,0.0,0.103748614892,0.0
Signature.16,0.0323438026838,0.0,0.0360735796831,0.0634230675275
Signature.17,0.0148369689484,0.0,0.0169661150428,0.0193054774455
Signature.18,0.0163278637193,0.0,0.105455924217,0.0
Signature.19,0.0114354363561,0.0,0.0,0.0
Signature.20,0.0155415080868,0.0,0.0,0.0139460122429
Signature.21,0.0,0.158624823318,0.0579836658412,0.0159310318766
Signature.22,0.0,0.0104994206708,0.0,0.0422010503206
Signature.23,0.0,0.0,0.0118004330268,0.163336092604
Signature.24,0.0,0.0112633548086,0.0513838403891,0.0
Signature.25,0.042687754459,0.287654224653,0.0,0.0
Signature.26,0.0171214982502,0.124250579034,0.0153359783429,0.0154601925816
Signature.27,0.0,0.0239704790225,0.0,0.0
Signature.28,0.0,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0,0.0
Signature.30,0.0,0.0,0.0,0.0
