,1:3:2:5:4:7:6
Signature.1,0.0221529222917
Signature.2,0.0
Signature.3,0.12367381216
Signature.4,0.0
Signature.5,0.0281522152009
Signature.6,0.0
Signature.7,0.244398289406
Signature.8,0.0272486656735
Signature.9,0.0
Signature.10,0.0168878817671
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0300769894603
Signature.14,0.0346971198624
Signature.15,0.0251898056695
Signature.16,0.0136067401806
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0239627151755
Signature.20,0.0
Signature.21,0.154080928625
Signature.22,0.120800719243
Signature.23,0.0212740493119
Signature.24,0.0531532325027
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0402463866962
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0203975267743
