,1:3:2:4,5
Signature.1,0.0449169825849,0.231477629329
Signature.2,0.0,0.0792196456716
Signature.3,0.0,0.0
Signature.4,0.0,0.0996131316012
Signature.5,0.0,0.0
Signature.6,0.0,0.0301257142132
Signature.7,0.0,0.0
Signature.8,0.0,0.0
Signature.9,0.0289702087868,0.0
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.306226943826,0.177537372969
Signature.13,0.0,0.0
Signature.14,0.0,0.0
Signature.15,0.0250315194345,0.0
Signature.16,0.0842739648488,0.0158719762559
Signature.17,0.0,0.0237348270463
Signature.18,0.0975085439076,0.0113405831162
Signature.19,0.0,0.0
Signature.20,0.0,0.0
Signature.21,0.0600637408255,0.0242277873567
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0
Signature.25,0.0302750373552,0.0
Signature.26,0.0482160616172,0.0340066068961
Signature.27,0.194227205616,0.159185481036
Signature.28,0.0802897911975,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.113659244508
