,1:3:2:7:6,5,4
Signature.1,0.136629722418,0.0,0.0
Signature.2,0.0,0.0,0.0169127462925
Signature.3,0.0306913815609,0.0,0.0
Signature.4,0.0188789213109,0.0538758206374,0.0
Signature.5,0.114580216843,0.0392047903858,0.0125959957552
Signature.6,0.0,0.476042625514,0.0808217681393
Signature.7,0.022101111524,0.0304459498469,0.122442311018
Signature.8,0.0,0.0,0.0473949428811
Signature.9,0.0,0.0346367185687,0.0
Signature.10,0.0432641189503,0.0221534876824,0.0135940369881
Signature.11,0.0,0.107611237672,0.0223577626993
Signature.12,0.0,0.0116352330213,0.049119096324
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0,0.0,0.0783091738726
Signature.17,0.0142161536913,0.0798101652295,0.143560378323
Signature.18,0.0,0.0,0.0
Signature.19,0.0585764795742,0.0,0.158815032761
Signature.20,0.0530078052726,0.0,0.0
Signature.21,0.0,0.0,0.0206693415657
Signature.22,0.379500504205,0.017158940276,0.0414943300469
Signature.23,0.0131535420535,0.0,0.139699732827
Signature.24,0.0,0.0,0.0363027993244
Signature.25,0.0160090590682,0.053800792578,0.0
Signature.26,0.07544627068,0.030367633771,0.0
Signature.27,0.0,0.0,0.0159105511829
Signature.28,0.0,0.0,0.0
Signature.29,0.0239447128475,0.0,0.0
Signature.30,0.0,0.0432566048167,0.0
