,1:2:5:4:7:6,3
Signature.1,0.0794594164618,0.019593291165
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.010289737135,0.0
Signature.5,0.242411411753,0.0237943906004
Signature.6,0.0,0.0
Signature.7,0.0,0.0557621522658
Signature.8,0.047296328979,0.0
Signature.9,0.036730083632,0.0
Signature.10,0.0,0.308032899752
Signature.11,0.0,0.0104841938963
Signature.12,0.0323544799621,0.0316073211145
Signature.13,0.0182771465497,0.0172830063691
Signature.14,0.0,0.0
Signature.15,0.0287146854002,0.103089303686
Signature.16,0.0709165962507,0.0143808466153
Signature.17,0.0,0.0
Signature.18,0.0,0.0
Signature.19,0.0276768540488,0.0
Signature.20,0.028635832797,0.0
Signature.21,0.0341130332797,0.0
Signature.22,0.114296328304,0.0291520934836
Signature.23,0.0,0.0
Signature.24,0.209455161305,0.0
Signature.25,0.0193729041424,0.231122571181
Signature.26,0.0,0.0
Signature.27,0.0,0.120879657153
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0348182727182
