,1:3:2:4,5
Signature.1,0.0,0.0248275837593
Signature.2,0.0219475550402,0.151456392529
Signature.3,0.0,0.0112749562447
Signature.4,0.102636892974,0.0244614995364
Signature.5,0.0,0.0
Signature.6,0.0,0.0765644971684
Signature.7,0.0,0.0218242626217
Signature.8,0.208104339134,0.0
Signature.9,0.0,0.0139269105852
Signature.10,0.0150131872736,0.0258811138518
Signature.11,0.0751306329381,0.016260763606
Signature.12,0.0389465708428,0.0336267315179
Signature.13,0.0,0.178621161244
Signature.14,0.0,0.0
Signature.15,0.0760119150563,0.0
Signature.16,0.0262947706845,0.016306978652
Signature.17,0.0104060098395,0.0392419702913
Signature.18,0.0,0.0
Signature.19,0.0,0.0269496210948
Signature.20,0.090824212883,0.0814030426945
Signature.21,0.0251248373952,0.0
Signature.22,0.0,0.0333716797607
Signature.23,0.0,0.0
Signature.24,0.0492241562898,0.0130714549014
Signature.25,0.0299237777073,0.0
Signature.26,0.230411141942,0.0
Signature.27,0.0,0.0177068109918
Signature.28,0.0,0.0
Signature.29,0.0,0.193222568949
Signature.30,0.0,0.0
