,1:3,2
Signature.1,0.125079408355,0.0
Signature.2,0.0,0.0
Signature.3,0.0387297004216,0.0
Signature.4,0.0582257148507,0.0
Signature.5,0.0,0.0815213689448
Signature.6,0.0674275083843,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.281595587554
Signature.9,0.0,0.0
Signature.10,0.0586643323917,0.0189169064526
Signature.11,0.0395487372774,0.0
Signature.12,0.0,0.0269035210499
Signature.13,0.0407882916378,0.0
Signature.14,0.0123814616199,0.038945356788
Signature.15,0.0,0.134262204853
Signature.16,0.0473752933727,0.0333588306719
Signature.17,0.118593929745,0.0217075180086
Signature.18,0.0163707907719,0.0
Signature.19,0.0421628655315,0.0438510520919
Signature.20,0.0354768479744,0.0
Signature.21,0.0786713459239,0.0
Signature.22,0.0,0.0
Signature.23,0.134020761235,0.0226244726289
Signature.24,0.0,0.0
Signature.25,0.0157551278117,0.0
Signature.26,0.0,0.125187995536
Signature.27,0.0117724876333,0.0
Signature.28,0.0,0.0486662690488
Signature.29,0.0589553950632,0.0
Signature.30,0.0,0.122458916372
