,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.121189507669
Signature.4,0.16337153261
Signature.5,0.0
Signature.6,0.158216706346
Signature.7,0.182961766114
Signature.8,0.0
Signature.9,0.297792008708
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0240301286595
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0524383498931
Signature.29,0.0
Signature.30,0.0
