,1:3:2:5:4
Signature.1,0.0
Signature.2,0.220923013005
Signature.3,0.014757164834
Signature.4,0.0
Signature.5,0.0313904649194
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0262541559741
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0116749270467
Signature.17,0.0
Signature.18,0.640362465687
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0546378085341
Signature.29,0.0
Signature.30,0.0
