,1:2:4,3,5
Signature.1,0.0,0.0,0.0
Signature.2,0.0127207687998,0.100947351098,0.0342564245993
Signature.3,0.140769004746,0.0,0.218342188861
Signature.4,0.0,0.0,0.0
Signature.5,0.0306899346287,0.0129495400826,0.0
Signature.6,0.0282411968421,0.0237920441164,0.0107484418656
Signature.7,0.0149703622695,0.0,0.04010269162
Signature.8,0.0220889284214,0.0534862263057,0.0
Signature.9,0.0,0.279446931461,0.0325794497682
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.12904091327
Signature.13,0.0,0.0,0.172979111593
Signature.14,0.242232861817,0.0,0.0
Signature.15,0.0,0.160399590285,0.0
Signature.16,0.0,0.0,0.0301749937742
Signature.17,0.0,0.0,0.0
Signature.18,0.0318495661577,0.0,0.0480178036087
Signature.19,0.0,0.016181591503,0.0738825071623
Signature.20,0.0,0.0309983547604,0.0889945219391
Signature.21,0.0,0.0,0.0200176981402
Signature.22,0.0825553015557,0.0,0.0
Signature.23,0.0,0.021090143897,0.0145120173091
Signature.24,0.0181130262624,0.0,0.0
Signature.25,0.177944061889,0.0419864995034,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.0,0.215092700816,0.0707091794996
Signature.28,0.0,0.0,0.0
Signature.29,0.197824986611,0.0436290261722,0.0
Signature.30,0.0,0.0,0.0156420569907
