,1:3:2:6:9:8,5,4,7
Signature.1,0.0520802776359,0.0,0.0,0.0
Signature.2,0.0,0.0123431973027,0.0,0.0
Signature.3,0.0,0.0508064886178,0.0787703197909,0.0
Signature.4,0.0,0.0,0.0267537176336,0.0
Signature.5,0.0,0.0113183364411,0.0,0.0615916001693
Signature.6,0.0,0.0,0.040766315022,0.0
Signature.7,0.0,0.0,0.0,0.0729741020004
Signature.8,0.0102984202269,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.0,0.121089654026,0.187408932073
Signature.11,0.0561629821453,0.0,0.0,0.0
Signature.12,0.0,0.627378680486,0.0,0.0354015090083
Signature.13,0.0,0.165423098066,0.0,0.0
Signature.14,0.195109997856,0.0,0.024736100349,0.0658532634421
Signature.15,0.0250228215185,0.0607288782274,0.0,0.0
Signature.16,0.0291337814373,0.0,0.0,0.0246295341343
Signature.17,0.155383851619,0.0,0.013537720141,0.0
Signature.18,0.197424550856,0.0,0.0,0.0246538702534
Signature.19,0.0,0.0,0.0,0.0383785943492
Signature.20,0.0,0.0,0.0,0.0249220687651
Signature.21,0.0,0.0563134030501,0.0,0.0
Signature.22,0.205733184764,0.0156879178085,0.0187828627451,0.415075658319
Signature.23,0.0523019126701,0.0,0.0,0.0
Signature.24,0.0213482192712,0.0,0.070109629733,0.0
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.0,0.0,0.119916095311,0.0
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0126767341494,0.0374578073967
Signature.29,0.0,0.0,0.444974353303,0.0
Signature.30,0.0,0.0,0.0278864977965,0.0116530600895
