,1:2:5:4:7:6,3,9,8
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0,0.190772686441,0.0,0.0
Signature.3,0.0,0.0,0.044757772061,0.0
Signature.4,0.0369305997252,0.0,0.0,0.0611459970722
Signature.5,0.0164217415916,0.0170286840569,0.0,0.0126647269312
Signature.6,0.0,0.189182937439,0.0,0.439192186319
Signature.7,0.0,0.0,0.0343585972839,0.098126202466
Signature.8,0.0,0.0201232888338,0.0,0.0130812962169
Signature.9,0.0,0.0,0.0,0.0750327547077
Signature.10,0.0164747476094,0.0408634017475,0.0,0.0
Signature.11,0.0,0.0563619777364,0.0,0.0
Signature.12,0.075061788428,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0,0.0768807020583
Signature.14,0.401433938415,0.058620233194,0.0,0.0
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0215953433314,0.0,0.0211796229646,0.102799082947
Signature.18,0.0,0.373267061416,0.0,0.0613810326322
Signature.19,0.0155577556675,0.0163776715338,0.128370843099,0.0
Signature.20,0.0,0.0,0.0752735989154,0.0
Signature.21,0.0,0.0,0.114708140091,0.0
Signature.22,0.0629530742524,0.0,0.0,0.0234003531293
Signature.23,0.0,0.0,0.0,0.0
Signature.24,0.0116792036615,0.0136196483663,0.0,0.0
Signature.25,0.0,0.0,0.145263542625,0.0362956655205
Signature.26,0.281854381103,0.0,0.0416726618011,0.0
Signature.27,0.0155641004897,0.0,0.0166277038738,0.0
Signature.28,0.0444733257255,0.0237824092344,0.377787517285,0.0
Signature.29,0.0,0.0,0.0,0.0
Signature.30,0.0,0.0,0.0,0.0
