,1:3:2:4:6:9:8,5,7
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0693173041535
Signature.3,0.0764117146943,0.0,0.0733548411216
Signature.4,0.0,0.0,0.388960318966
Signature.5,0.0,0.043502436817,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0436886651721,0.0361055519585,0.0690540411649
Signature.10,0.0,0.0,0.0346069496227
Signature.11,0.119345416681,0.0281572047597,0.0
Signature.12,0.0800558467866,0.0236816117831,0.0
Signature.13,0.0287629617767,0.0,0.0152096421019
Signature.14,0.148615224782,0.0198003922406,0.0
Signature.15,0.0283378971621,0.0133239297287,0.0
Signature.16,0.0,0.0,0.047669460569
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0698117223474,0.0
Signature.19,0.0,0.081310704838,0.0
Signature.20,0.0,0.0,0.0
Signature.21,0.0234865816714,0.108062014759,0.0794777623411
Signature.22,0.0146962860848,0.0512483037156,0.0763729314944
Signature.23,0.0393460616921,0.211990405586,0.035128925594
Signature.24,0.0453038864375,0.265822975778,0.0
Signature.25,0.0670140186272,0.0,0.0419725242274
Signature.26,0.284935438432,0.0,0.0
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0688752986431
Signature.30,0.0,0.0471827456876,0.0
