,11:10:1:3:2:5:4:6:9:8,7
Signature.1,0.0999485325445,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.0447474977006,0.0897763845436
Signature.6,0.0956518203229,0.0
Signature.7,0.0292351569249,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.386085616355
Signature.10,0.214199368075,0.152695882718
Signature.11,0.0,0.0262039014019
Signature.12,0.0416066157127,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.0
Signature.15,0.0,0.0510620079287
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.0,0.0
Signature.19,0.011032301334,0.017151894213
Signature.20,0.117323957721,0.108813614594
Signature.21,0.0128613261571,0.0
Signature.22,0.0165012834022,0.029973900741
Signature.23,0.0663549821698,0.0211925695045
Signature.24,0.0,0.0
Signature.25,0.038552715034,0.0348730165091
Signature.26,0.211984442902,0.0
Signature.27,0.0,0.0291241531977
Signature.28,0.0,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0530470582934
