,1:2,3,5,4
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0,0.0244903731076,0.0,0.0
Signature.3,0.25750300615,0.0209341929,0.0940331286208,0.0193183466714
Signature.4,0.0,0.0153336308919,0.0,0.0515765628723
Signature.5,0.0,0.0,0.0995281238641,0.0
Signature.6,0.0,0.0,0.0,0.190028625257
Signature.7,0.0,0.0588596488686,0.0941703123638,0.0
Signature.8,0.0,0.0164070704427,0.0,0.161399592552
Signature.9,0.0,0.0,0.0516119320428,0.0
Signature.10,0.0,0.256100510567,0.0918025214185,0.0176004521115
Signature.11,0.0,0.0,0.026227299444,0.0370813671514
Signature.12,0.0956717938373,0.068263180493,0.022818556631,0.0531942735156
Signature.13,0.0382899213888,0.0,0.208557290792,0.0124215076449
Signature.14,0.142797305353,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0150572359919,0.166604307438
Signature.16,0.0,0.0,0.0686168385004,0.0
Signature.17,0.0114586008289,0.0,0.0669690940021,0.0
Signature.18,0.0,0.0111571196566,0.0,0.0331333847844
Signature.19,0.0,0.0755869482225,0.0,0.104297644029
Signature.20,0.118571636489,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.261584989499,0.0,0.0461628691922,0.0
Signature.24,0.0,0.0563118491124,0.0314573848966,0.0
Signature.25,0.0,0.0,0.0187355314946,0.0
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0,0.208226756924,0.0,0.0879032573024
Signature.28,0.0,0.188328718813,0.0,0.0503082032877
Signature.29,0.0741227464538,0.0,0.0642518807449,0.0
Signature.30,0.0,0.0,0.0,0.0151324753817
