,1:2:5:7:6:9:8,3,4
Signature.1,0.0,0.0373691075709,0.0488889933693
Signature.2,0.0,0.0742215073067,0.0
Signature.3,0.0172702050655,0.0362374749465,0.0
Signature.4,0.0,0.0381225305909,0.270170698319
Signature.5,0.155124554167,0.0,0.138209708772
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.174207027078
Signature.8,0.0243590666947,0.0,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0668288345322,0.0947451556018,0.0
Signature.11,0.0718011079753,0.0,0.0300586158168
Signature.12,0.0,0.0,0.0
Signature.13,0.0,0.016533606537,0.0
Signature.14,0.0347670760688,0.0,0.0
Signature.15,0.0535699231381,0.0,0.110711391733
Signature.16,0.0,0.026105936009,0.0422158394915
Signature.17,0.0,0.0874229759769,0.0
Signature.18,0.0,0.101284372586,0.0
Signature.19,0.0,0.0,0.0
Signature.20,0.0,0.0404704182492,0.0
Signature.21,0.101043492013,0.0,0.0
Signature.22,0.0,0.0,0.0114065431372
Signature.23,0.0,0.0,0.0
Signature.24,0.335229259468,0.0726574888453,0.146678827246
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0,0.0274523550371
Signature.27,0.0,0.0,0.0
Signature.28,0.0907606550679,0.149831563188,0.0
Signature.29,0.0251181822969,0.0,0.0
Signature.30,0.0241276435129,0.224997862592,0.0
