,1:3:2:5:4:7:6
Signature.1,0.122213119876
Signature.2,0.111219770153
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0754424403094
Signature.7,0.0242874641214
Signature.8,0.258053918836
Signature.9,0.0717707997929
Signature.10,0.0176149091335
Signature.11,0.0
Signature.12,0.0212222848019
Signature.13,0.0
Signature.14,0.0155166006111
Signature.15,0.0296500440668
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0320773835127
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0298143526127
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0174710686601
Signature.25,0.150033081853
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0236127616597
