,1:3:2:5:4:7:6
Signature.1,0.0872924115922
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.212300870656
Signature.8,0.0
Signature.9,0.102520948402
Signature.10,0.0
Signature.11,0.081748265605
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0159415096964
Signature.17,0.0475964761873
Signature.18,0.104973198069
Signature.19,0.0
Signature.20,0.0785618397405
Signature.21,0.0694066223508
Signature.22,0.0
Signature.23,0.0186924764463
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.180965381253
Signature.30,0.0
