,1:2:4:6,3,5,7
Signature.1,0.0857012791224,0.122330785273,0.0,0.0410963999051
Signature.2,0.0301658070381,0.0,0.0163070474413,0.142651810895
Signature.3,0.481637183643,0.0545065218366,0.0153949481682,0.036576666469
Signature.4,0.0,0.0226611648285,0.321813520912,0.0
Signature.5,0.130062086062,0.0,0.0210540409688,0.0
Signature.6,0.0,0.0,0.0,0.0347019656168
Signature.7,0.0,0.0,0.0,0.0
Signature.8,0.0,0.0292706339283,0.0,0.0419847871321
Signature.9,0.111862426499,0.160933038504,0.126126048173,0.0
Signature.10,0.0298491554439,0.0,0.0,0.0160668383486
Signature.11,0.0,0.0176265369739,0.0,0.0271269137491
Signature.12,0.0,0.164826953896,0.0,0.0
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0178752118621,0.0961036662089,0.0,0.0429530035911
Signature.15,0.0,0.0,0.0311905638582,0.0
Signature.16,0.0,0.0610609138124,0.0,0.0
Signature.17,0.0342466555654,0.0,0.0366259913783,0.0
Signature.18,0.0,0.0,0.0244948848483,0.0
Signature.19,0.0,0.0,0.0568216903988,0.0927318920122
Signature.20,0.0,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0406333626322,0.272468876761
Signature.22,0.0,0.0237490013165,0.0,0.0
Signature.23,0.0,0.0,0.0,0.0
Signature.24,0.0,0.0,0.0439956025146,0.0
Signature.25,0.078600194764,0.0,0.0126417313564,0.0
Signature.26,0.0,0.145668814088,0.043155664452,0.0
Signature.27,0.0,0.0760126486576,0.051041203469,0.0416435779903
Signature.28,0.0,0.0252493206768,0.158703699429,0.0
Signature.29,0.0,0.0,0.0,0.0
Signature.30,0.0,0.0,0.0,0.209997267529
