,1:3:2:5:4:7:6
Signature.1,0.0217146786211
Signature.2,0.0
Signature.3,0.0794269554373
Signature.4,0.0
Signature.5,0.0288231746932
Signature.6,0.0269896558484
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.120150316336
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0741165310112
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0171736979938
Signature.23,0.0366038630388
Signature.24,0.315592907339
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0197404589081
Signature.29,0.259667760773
Signature.30,0.0
