,1:3:2:5:6,4,7
Signature.1,0.0,0.0396028281891,0.0143856659591
Signature.2,0.0,0.122540505997,0.322164125064
Signature.3,0.0,0.0163159069689,0.0394047653332
Signature.4,0.0182402121785,0.0669403736563,0.0
Signature.5,0.0167434601164,0.0,0.0315819590995
Signature.6,0.0127124979791,0.0432843398142,0.0616140197817
Signature.7,0.0818975577419,0.0205903812957,0.0
Signature.8,0.15583581338,0.0334524870242,0.0
Signature.9,0.0,0.0,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0712880853304,0.0,0.152896295585
Signature.12,0.270506264056,0.0,0.0291866364777
Signature.13,0.0414133926142,0.139633846923,0.0
Signature.14,0.0334232285973,0.0295853760675,0.0248834314271
Signature.15,0.0,0.0524750298853,0.023898362395
Signature.16,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0
Signature.19,0.0,0.0434945875321,0.0
Signature.20,0.0,0.0,0.134168839542
Signature.21,0.0373773602348,0.0234801985083,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.10150136606,0.0
Signature.24,0.0,0.0226732403919,0.0219406777518
Signature.25,0.0668731955494,0.0,0.0330142718955
Signature.26,0.0,0.0716204679304,0.110860949689
Signature.27,0.193688932222,0.0295792914089,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.126466498072,0.0
Signature.30,0.0,0.0167632742758,0.0
