,11:10:1:3:2:5:9:8,4,7:6
Signature.1,0.0147769187543,0.117747389525,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0,0.0
Signature.5,0.0514824917956,0.0,0.186195338111
Signature.6,0.0,0.0,0.0
Signature.7,0.0274296920327,0.0,0.056416650964
Signature.8,0.0245737130154,0.0,0.0
Signature.9,0.109323591409,0.0,0.0607856147208
Signature.10,0.0,0.0,0.046866666599
Signature.11,0.173750981435,0.0145009768294,0.0
Signature.12,0.0119151525539,0.0,0.199810212576
Signature.13,0.0,0.0,0.0
Signature.14,0.0914777189655,0.0,0.107208670287
Signature.15,0.282343310006,0.0,0.0
Signature.16,0.0,0.0614309721969,0.0
Signature.17,0.0109061677928,0.0175740562892,0.139513316167
Signature.18,0.0,0.0977249601289,0.014250301152
Signature.19,0.0241543052548,0.0680564994923,0.0
Signature.20,0.0323674382128,0.0,0.0
Signature.21,0.0624724856425,0.0,0.0
Signature.22,0.0240902183079,0.0,0.0619843574196
Signature.23,0.0,0.420176483982,0.0362549297031
Signature.24,0.0293575810224,0.0,0.0
Signature.25,0.0,0.0568244270064,0.0
Signature.26,0.0,0.0612083331363,0.0
Signature.27,0.0,0.0,0.0907139422998
Signature.28,0.0,0.0385643505569,0.0
Signature.29,0.0,0.0,0.0
Signature.30,0.0295782337992,0.0461915508573,0.0
