,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0421364020645
Signature.4,0.0986224738935
Signature.5,0.0
Signature.6,0.0522724293655
Signature.7,0.0
Signature.8,0.115792398935
Signature.9,0.0343313953908
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0296641634575
Signature.14,0.0
Signature.15,0.0106104732016
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.261192237193
Signature.22,0.0
Signature.23,0.058422868476
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0328220819663
Signature.28,0.196796238107
Signature.29,0.0
Signature.30,0.0673368379491
