,1:3:2:5,4,7,6
Signature.1,0.0,0.0,0.0216592207683,0.0233874161464
Signature.2,0.0,0.0850302144925,0.0,0.080983851949
Signature.3,0.0,0.0244604056213,0.0984166110317,0.0
Signature.4,0.0532329392252,0.0,0.0232336587403,0.0
Signature.5,0.0588652589546,0.0,0.0822315946987,0.0
Signature.6,0.0,0.0,0.0680073750916,0.0
Signature.7,0.0582360154592,0.0,0.0,0.0
Signature.8,0.0361560249632,0.0816199592803,0.0,0.147661469427
Signature.9,0.0803246172985,0.0315896159684,0.0,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0,0.0458866409474,0.0,0.0349371428392
Signature.12,0.0,0.0180685929684,0.123225029655,0.0106053226207
Signature.13,0.0,0.264065279029,0.0,0.0
Signature.14,0.0,0.0,0.0216495114191,0.0452457705113
Signature.15,0.0310981100332,0.0,0.0,0.0
Signature.16,0.18557985854,0.0214934570826,0.126292686941,0.0
Signature.17,0.0837230477289,0.0,0.0167186254806,0.0
Signature.18,0.0414015028184,0.0,0.0373566207454,0.158706067221
Signature.19,0.0764465973428,0.0,0.0,0.0
Signature.20,0.0,0.0491400388549,0.0661036537541,0.0
Signature.21,0.0,0.0,0.0,0.153154763541
Signature.22,0.0463636080431,0.0,0.0,0.0
Signature.23,0.0183975063237,0.315769184129,0.0202088599106,0.0
Signature.24,0.0,0.0,0.0577729677927,0.0
Signature.25,0.0,0.0,0.0,0.127928609331
Signature.26,0.0563962580941,0.0,0.0,0.116222565491
Signature.27,0.0608022451411,0.0,0.0222336312776,0.0
Signature.28,0.082855290425,0.0,0.0,0.0
Signature.29,0.0,0.0628766116257,0.0,0.101167020922
Signature.30,0.0301211196092,0.0,0.214889952694,0.0
