,11,10:1:3:2:7:6:9:8,5,4
Signature.1,0.233562413029,0.0,0.0505875123487,0.0
Signature.2,0.0,0.0613030552221,0.264531252803,0.026388002888
Signature.3,0.0,0.0,0.0,0.0
Signature.4,0.0,0.0285005649723,0.0333905955732,0.0
Signature.5,0.135240376587,0.0,0.0,0.565654595407
Signature.6,0.0,0.041239681467,0.0160330423023,0.0
Signature.7,0.0373446923565,0.0,0.0,0.0
Signature.8,0.0,0.0392907463376,0.0,0.0
Signature.9,0.0730097665942,0.043545973541,0.0,0.0
Signature.10,0.0,0.0325136164565,0.152224742463,0.0
Signature.11,0.0,0.0523012277026,0.0137946373535,0.142188235712
Signature.12,0.0324050113287,0.0,0.0466841051238,0.0
Signature.13,0.0,0.0,0.0875556618197,0.0
Signature.14,0.0728027168885,0.146925430491,0.0123052300622,0.0348269601786
Signature.15,0.0,0.0,0.150705541013,0.0
Signature.16,0.0,0.0108767872628,0.0,0.0
Signature.17,0.0113054293383,0.011177696386,0.0,0.0266784487422
Signature.18,0.0,0.0121996419612,0.0,0.0
Signature.19,0.0,0.0,0.0,0.0810173038469
Signature.20,0.0750356615027,0.0,0.0,0.0
Signature.21,0.0,0.0,0.0298956063455,0.0
Signature.22,0.0507653720904,0.010686380775,0.0,0.0368712535659
Signature.23,0.0303143510342,0.125007398265,0.0,0.0270866736742
Signature.24,0.0107589451282,0.266665851625,0.0,0.0121583501902
Signature.25,0.0171798264049,0.0,0.0537325806589,0.0
Signature.26,0.0,0.022727393471,0.0,0.0
Signature.27,0.154459956671,0.0,0.0,0.0
Signature.28,0.0658154810467,0.0134349340786,0.0,0.0149055756763
Signature.29,0.0,0.0,0.0479947347464,0.0
Signature.30,0.0,0.0816036199857,0.0405647573868,0.0322246001191
