,1:3:2
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0145380935927
Signature.5,0.0987745820482
Signature.6,0.0179066715802
Signature.7,0.0
Signature.8,0.0216557793312
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0195554658799
Signature.17,0.0581979828413
Signature.18,0.0239837935958
Signature.19,0.154671103554
Signature.20,0.0
Signature.21,0.0486554037867
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.350459374952
Signature.29,0.178664161146
Signature.30,0.0129375876925
