,1:3:2:5,4,7,6
Signature.1,0.0592593111929,0.0,0.0,0.0
Signature.2,0.0,0.189874755891,0.135513859167,0.0107037230586
Signature.3,0.0949870215459,0.0345455615896,0.0,0.0905316951484
Signature.4,0.232981340246,0.0573343509308,0.10152059429,0.0
Signature.5,0.0485902771782,0.0,0.0816872263311,0.0
Signature.6,0.0989124085854,0.0,0.0,0.0303484062088
Signature.7,0.0,0.0,0.0123072022542,0.0999795663245
Signature.8,0.0,0.0,0.0,0.0
Signature.9,0.0262412875348,0.0,0.0,0.0220283583351
Signature.10,0.0,0.131266551546,0.0110117290853,0.0
Signature.11,0.0459938289292,0.0,0.0341472466861,0.0
Signature.12,0.0,0.0408252993352,0.0346721926218,0.0
Signature.13,0.013294317371,0.0343076991745,0.0647609460203,0.0168776210846
Signature.14,0.0990057641823,0.0,0.0,0.021060270562
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0,0.0,0.0,0.0
Signature.17,0.0349376897476,0.0390610157803,0.0107872349774,0.07121212725
Signature.18,0.137432762635,0.0152591542731,0.0550676540932,0.0369637395532
Signature.19,0.0,0.0398387170702,0.159981559244,0.0
Signature.20,0.0,0.218866261536,0.0,0.0
Signature.21,0.0,0.0685471027922,0.0,0.0144136230144
Signature.22,0.0427840622272,0.0,0.0119106161479,0.0
Signature.23,0.0119406224821,0.0,0.0129980410758,0.250290016136
Signature.24,0.0,0.0,0.0,0.0
Signature.25,0.0,0.0,0.0,0.21563495073
Signature.26,0.0,0.0,0.0,0.0204656756614
Signature.27,0.0,0.0,0.212780088568,0.0845702896768
Signature.28,0.0,0.0,0.0608538094374,0.0
Signature.29,0.0301083914371,0.130273530081,0.0,0.014919937256
Signature.30,0.0235309147054,0.0,0.0,0.0
