,11,10:1:3:2:4:6:9:8,5,7
Signature.1,0.0314479384581,0.0109934230025,0.0,0.0144280110778
Signature.2,0.013056028799,0.0127351252364,0.0149601889031,0.0700776045082
Signature.3,0.0,0.0369592319071,0.0,0.0
Signature.4,0.363722712176,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0918842008597,0.101427908393
Signature.6,0.0,0.0327527053669,0.101007844039,0.25748096643
Signature.7,0.0,0.0,0.0175089029941,0.0
Signature.8,0.0,0.0238937726439,0.016092923966,0.0318328908698
Signature.9,0.0,0.0,0.0973609592955,0.0156691964942
Signature.10,0.0236214725725,0.0,0.0167027027327,0.0
Signature.11,0.0,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0,0.0113602331345
Signature.13,0.0,0.0,0.0344864484162,0.0
Signature.14,0.0,0.0,0.241377334357,0.0
Signature.15,0.0740242847015,0.0,0.0,0.0828016821764
Signature.16,0.0,0.0191317115235,0.0682352665833,0.0127583862896
Signature.17,0.0,0.0,0.0,0.0691362242894
Signature.18,0.0,0.106588448883,0.01675756727,0.0
Signature.19,0.0103209767374,0.0182574100558,0.0,0.0
Signature.20,0.393336745076,0.0,0.0679813744755,0.0414307816621
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.090469841479,0.0,0.0248602513501,0.0
Signature.23,0.0,0.0,0.0147572869183,0.0291488026138
Signature.24,0.0,0.040879124174,0.0697165246064,0.0646486765403
Signature.25,0.0,0.0625372532681,0.0235523693845,0.0412870621598
Signature.26,0.0,0.157955217279,0.0256839454307,0.0243792139863
Signature.27,0.0,0.0,0.0104218772753,0.0
Signature.28,0.0,0.38744176952,0.0,0.020127759745
Signature.29,0.0,0.0,0.0466520311425,0.0809360717506
Signature.30,0.0,0.0898748071392,0.0,0.0310685278789
