,11:1:3:2:4:6:9:8,10,5,7
Signature.1,0.0,0.0,0.0,0.0109883848715
Signature.2,0.0706361093322,0.0138754181775,0.0,0.0
Signature.3,0.0968441616997,0.0,0.0356078720662,0.0692340772504
Signature.4,0.0279462699617,0.026208997993,0.0,0.0803892517401
Signature.5,0.0,0.0,0.0298256191716,0.13290518395
Signature.6,0.0,0.0856043275404,0.03045317487,0.0
Signature.7,0.0,0.0373149495614,0.166973454072,0.0
Signature.8,0.0268261034644,0.0,0.0,0.0110034344393
Signature.9,0.0,0.0334833377419,0.0553688155233,0.021811820375
Signature.10,0.118108612198,0.0,0.0,0.0219540514597
Signature.11,0.0,0.510297703006,0.0,0.0
Signature.12,0.0,0.0146631037406,0.129676065024,0.0
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0,0.0,0.0,0.159629077947
Signature.15,0.0,0.0965573494655,0.0142035846247,0.0
Signature.16,0.0213451904793,0.0,0.0,0.083346927715
Signature.17,0.0,0.0,0.0,0.0
Signature.18,0.0,0.0,0.0,0.213989906345
Signature.19,0.0160033126441,0.0158633645158,0.0448410438732,0.0
Signature.20,0.0,0.0,0.155981239136,0.0135168458043
Signature.21,0.139506445718,0.0,0.067048270263,0.0
Signature.22,0.415512482369,0.0,0.0185653041488,0.0406810658441
Signature.23,0.0,0.0484041909977,0.0330473782403,0.0261266059251
Signature.24,0.0,0.0,0.0373254423919,0.0
Signature.25,0.0,0.0679211522604,0.0671723635821,0.0955850366304
Signature.26,0.0322353584894,0.0,0.0,0.0
Signature.27,0.0,0.0498061049997,0.113910373012,0.0
Signature.28,0.0350359536438,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0,0.0
Signature.30,0.0,0.0,0.0,0.0188383297026
