,1,3:4,2,5
Signature.1,0.0,0.160693871861,0.080254263118,0.103793490536
Signature.2,0.0,0.0,0.010520387299,0.0
Signature.3,0.0,0.0,0.0,0.0
Signature.4,0.0,0.0,0.0919975103712,0.0
Signature.5,0.0,0.0300144293612,0.0,0.0
Signature.6,0.0186403020849,0.0,0.0347550335374,0.0
Signature.7,0.0146507166792,0.0396622096289,0.0,0.0
Signature.8,0.0233259251017,0.0128033463405,0.0146125619608,0.0
Signature.9,0.0,0.0,0.26874707874,0.0805035314034
Signature.10,0.0,0.0115561174863,0.0142199652773,0.0
Signature.11,0.0,0.0,0.0146130856149,0.0451800755001
Signature.12,0.0,0.03827738773,0.0,0.0
Signature.13,0.0,0.0,0.0159509367077,0.0
Signature.14,0.0,0.0,0.0,0.0254460869778
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.150695407373,0.122679818147,0.0240816818067,0.218012858618
Signature.17,0.312301553894,0.0,0.0319672909457,0.0
Signature.18,0.0210832138618,0.0,0.0,0.0
Signature.19,0.0702911547287,0.0186651992935,0.0,0.0
Signature.20,0.245357191962,0.0,0.0,0.0
Signature.21,0.0135894434674,0.0,0.0,0.0
Signature.22,0.0,0.108163281743,0.0,0.0
Signature.23,0.0739567968423,0.0,0.0,0.0149917164592
Signature.24,0.0,0.0238602537336,0.322851547358,0.0
Signature.25,0.0,0.0177640366056,0.034903570356,0.0132717739898
Signature.26,0.0118124252948,0.0,0.0,0.0
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0173855868377,0.498800466516
Signature.29,0.0442958687101,0.0605311968044,0.0,0.0
Signature.30,0.0,0.355328851266,0.0231395000693,0.0
