,11:10:1:3:5:6:9:8,2,4,7
Signature.1,0.0142948840575,0.066033455228,0.0,0.0
Signature.2,0.0,0.220697577458,0.0,0.0
Signature.3,0.0214452298421,0.0,0.0,0.0
Signature.4,0.0,0.176611919243,0.0315521914453,0.439783852433
Signature.5,0.0,0.0,0.0347138636857,0.0
Signature.6,0.365737379331,0.0,0.0537507736668,0.0295241363464
Signature.7,0.0,0.0,0.0288030363962,0.0
Signature.8,0.161278715825,0.0280713754819,0.0,0.0
Signature.9,0.035155099746,0.0,0.0,0.0
Signature.10,0.0,0.0298336262684,0.0,0.0118141020828
Signature.11,0.0110849447067,0.0,0.0,0.0
Signature.12,0.0,0.0561481412824,0.0,0.0
Signature.13,0.10444777131,0.0137086287329,0.0,0.0
Signature.14,0.0136918412619,0.0,0.0549117647845,0.0287406881484
Signature.15,0.0454898619099,0.0,0.0136004784092,0.0196634938489
Signature.16,0.149353849376,0.0,0.0,0.0
Signature.17,0.0,0.0261410113776,0.0,0.118137790958
Signature.18,0.0,0.0277079454076,0.0,0.0845317588988
Signature.19,0.0,0.230565077412,0.0,0.048750405146
Signature.20,0.0293268995551,0.0,0.0152237675923,0.0
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.0,0.0,0.132213091155,0.0
Signature.23,0.0,0.0,0.213763446127,0.0
Signature.24,0.0,0.0,0.023484116974,0.123610522273
Signature.25,0.0149800266339,0.0,0.0237913244901,0.0239966699785
Signature.26,0.0120780583979,0.0,0.0571883873791,0.0
Signature.27,0.0,0.0,0.122689668124,0.0
Signature.28,0.0,0.0,0.156859603727,0.0
Signature.29,0.0,0.124481242108,0.0173111125145,0.0163901306197
Signature.30,0.0216354380465,0.0,0.0201433735298,0.0550564492665
