,1:3:2:5:4
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0119541068407
Signature.5,0.172136068402
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0129540396639
Signature.14,0.188687411516
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0156669444452
Signature.20,0.022245408404
Signature.21,0.0888237525752
Signature.22,0.149328450459
Signature.23,0.0138798198107
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0756920926592
Signature.27,0.0270788269026
Signature.28,0.175909448311
Signature.29,0.0456436300103
Signature.30,0.0
