,1:2:5:4:7:9:8,3,6
Signature.1,0.0497653955547,0.0,0.0281786226124
Signature.2,0.0,0.0190797367836,0.136401556379
Signature.3,0.103250007553,0.0594241000715,0.0
Signature.4,0.080851597015,0.0,0.0869632585578
Signature.5,0.0537223152701,0.0,0.0
Signature.6,0.0101661955798,0.0,0.357186383053
Signature.7,0.0122622677099,0.0591508730142,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0331623147588,0.0111025778741,0.0
Signature.10,0.0,0.223449556954,0.0
Signature.11,0.0,0.022669062669,0.0
Signature.12,0.0120037617994,0.0,0.0
Signature.13,0.0,0.0,0.0413080301509
Signature.14,0.0,0.128461216727,0.0317380178842
Signature.15,0.0,0.0,0.0
Signature.16,0.019469250424,0.0,0.0
Signature.17,0.0311988101712,0.118811671555,0.0
Signature.18,0.0383091823746,0.0,0.0
Signature.19,0.039680103536,0.0867020722486,0.0
Signature.20,0.0140611690587,0.0,0.022091108605
Signature.21,0.0,0.0,0.0
Signature.22,0.0180117827441,0.0972661181638,0.0121117662712
Signature.23,0.126069412261,0.0,0.0
Signature.24,0.0663989586693,0.0,0.0
Signature.25,0.029148351246,0.0,0.0
Signature.26,0.171919058298,0.0418066273614,0.0
Signature.27,0.0202759981584,0.0584483194473,0.284021256487
Signature.28,0.0156955441419,0.0261383814753,0.0
Signature.29,0.0,0.0474896856556,0.0
Signature.30,0.0545785236769,0.0,0.0
