,11:9:10,1:8:2:5:6,3:4,7
Signature.1,0.0182098689667,0.0,0.0109689067104,0.0657881191702
Signature.2,0.017804664711,0.0,0.0263446170981,0.0
Signature.3,0.0,0.0949690644182,0.0,0.193764321767
Signature.4,0.168192919118,0.0320920285092,0.0,0.0432532834554
Signature.5,0.0865791963224,0.0,0.0388578544436,0.0791388118451
Signature.6,0.0,0.0634370731508,0.0382266021634,0.0
Signature.7,0.0823192047888,0.0,0.0310776752937,0.0104329149383
Signature.8,0.0135012612469,0.0,0.0,0.0412794087687
Signature.9,0.200474531508,0.0,0.0679756285743,0.0603252016078
Signature.10,0.0,0.0,0.0,0.0165008507025
Signature.11,0.0165567257809,0.0,0.0,0.0264358828347
Signature.12,0.0,0.0,0.258892000648,0.014906087669
Signature.13,0.0335427896096,0.0,0.0,0.0
Signature.14,0.0,0.0118887279937,0.0110529675037,0.0431125159227
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0,0.0,0.232520397911,0.0627446371729
Signature.17,0.0356143080435,0.0,0.0,0.0
Signature.18,0.0742353009472,0.0179772049284,0.0,0.0122995725481
Signature.19,0.0,0.0,0.0,0.0
Signature.20,0.0437785605232,0.105431283941,0.0,0.0
Signature.21,0.0,0.0,0.0,0.0283102388603
Signature.22,0.0,0.0214264744936,0.0,0.0364456202687
Signature.23,0.0,0.0,0.0111949804393,0.0
Signature.24,0.0,0.0400875149751,0.0,0.168593892137
Signature.25,0.0,0.0,0.0715279317117,0.0
Signature.26,0.0184685290888,0.0,0.0505695887525,0.0
Signature.27,0.0,0.0,0.137846243876,0.0343925464946
Signature.28,0.0281131135459,0.0,0.0129446048742,0.0
Signature.29,0.0771287609987,0.61269062759,0.0,0.0622760938371
Signature.30,0.0854802648008,0.0,0.0,0.0
